ID,MeanH,MeanA,DrawProb,League,LeagueRanking,NeutralField,rbS.FinalScoreH,rbS.FinalScoreA
51228,1.524,1.076,0.285,Eng. Chship,2,0,1,0
51233,2.243,1.047,NA,E Club Frien,5,0,3,0
51238,1.607,1.043,0.282,Eng. FA Cup,2,0,2,1
51243,2.119,0.71,0.195,Eng. FA Cup,2,0,3,0
51253,1.166,1.873,0.262,Eng. FA Cup,2,0,0,3
51258,1.381,1.019,0.296,Eng. FA Cup,2,0,1,4
51263,1.978,0.751,0.212,Eng. FA Cup,2,0,2,1
51268,2.238,0.651,0.204,Eng. FA Cup,2,0,2,0
51273,1.412,0.958,0.29,Eng. FA Cup,2,0,0,1
51278,1.6,0.86,0.264,Eng L1      ,3,0,2,1
51283,1.313,1.037,0.267,Eng L1      ,3,0,2,1
51288,1.604,1.066,0.271,Eng L1      ,3,0,1,3
51298,1.086,1.474,0.291,Eng L1      ,3,0,1,1
51318,2.108,1.112,NA,E Club Frien,5,0,3,3
51328,1.418,1.572,NA,E Club Frien,5,0,0,1
51333,2.499,0.762,NA,E Club Frien,5,0,1,1
51338,1.07,1.22,0.325,Serie B,2.5,0,1,1
51343,0.98,1.35,0.341,Serie B,2.5,0,0,2
51348,0.943,1.067,0.334,Serie B,2.5,0,1,2
51443,1.58,0.789,0.279,French 1,1,0,6,1
51448,1.484,0.836,0.299,French 1,1,0,2,2
51453,1.06,1.16,0.327,French 1,1,0,1,0
51458,1.132,0.978,0.318,French 1,1,0,0,0
51463,1.515,1.045,NA,Belgian 2,4,0,0,2
51468,1.411,1.33,NA,Belgian 2,4,0,1,2
51473,1.381,1.249,NA,Belgian 2,4,0,1,2
51478,1.29,1.45,NA,Belgian 2,4,0,3,1
51483,1.328,1.432,NA,Belgian 2,4,0,2,2
51488,1.443,1.037,NA,Belgian 2,4,0,1,2
51493,1.595,1.115,NA,Belgian,3,0,2,1
51498,1.407,1.174,NA,Belgian,3,0,1,1
51503,1.69,0.88,NA,Belgian,3,0,3,0
51508,1.629,0.951,NA,Belgian,3,0,0,0
51513,1.519,1.311,NA,Belgian,3,0,3,3
51518,1.536,1.104,NA,Belgian,3,0,2,0
51523,2.245,0.805,NA,Serie A,1.5,0,1,0
51533,1.172,1.418,NA,Eng. Conf. N,5,0,2,3
51538,1.317,1.113,NA,Greece B Eth,4,0,3,2
51558,2.017,0.973,0.234,Eng. L2,4,0,8,2
51563,1.241,1.139,NA,Scot. FA Cup,5,0,2,1
51578,1.979,0.991,NA,Scot. FA Cup,5,0,3,1
51593,1.677,0.993,0.256,Dutch 1,2,0,0,5
51598,1.273,1.907,0.247,Dutch 1,2,0,2,2
51608,1.763,0.817,NA,Cyprus 1st D,5,0,2,1
51613,0.893,2.086,NA,Scot Premier,3,0,0,1
51618,1.156,1.844,NA,E Club Frien,5,0,1,3
51643,2.128,0.862,0.201,Eng. FA Cup,2,0,3,1
51648,2.534,0.736,0.162,Dutch 1,2,0,1,2
51653,1.933,1.277,0.264,Dutch 1,2,0,1,1
51663,2.025,1.015,NA,Dutch 2,3,0,2,0
51668,2.023,1.487,NA,E Club Frien,5,0,1,1
51673,1.802,0.968,NA,Belgian 2,4,0,0,1
51678,1.3,1.44,NA,Belgian 2,4,0,1,2
51683,2.016,0.883,NA,Belgian 2,4,0,1,0
51688,1.045,1.604,NA,Serie A,1.5,0,0,0
51693,1.202,1.229,NA,Serie A,1.5,0,0,0
51698,1.781,0.748,0.239,Greek,4,0,2,1
51703,1.082,0.928,0.312,Greek,4,0,0,0
51708,2.29,0.67,NA,Serie A,1.5,0,2,0
51873,1.613,1.047,0.287,Eng. Premier,1,0,1,1
51903,1.579,1.081,0.274,Mexican,3,0,0,1
51908,1.386,1.245,0.286,Mexican,3,0,1,1
51918,1.571,0.989,0.27,Mexican,3,0,1,1
51928,1.332,1.118,0.289,Mexican,3,0,3,0
51933,1.684,0.966,0.264,Mexican,3,0,2,2
51943,1.788,1.042,0.257,Mexican,3,0,0,0
51958,1.319,1.331,NA,EngFA Trophy,5,0,2,0
51968,1.317,0.873,0.303,Segunda Liga,3,0,2,1
51973,1.442,0.798,0.288,Segunda Liga,3,0,1,0
51978,1.021,1.109,0.318,Segunda Liga,3,0,1,2
51983,1.443,0.787,0.285,Segunda Liga,3,0,2,4
51988,1.433,0.807,0.288,Segunda Liga,3,0,1,2
51993,1.315,0.985,0.299,Segunda Liga,3,0,1,1
51998,1.196,1.124,0.318,Segunda Liga,3,0,1,3
52038,2.072,0.888,NA,Scot. FA Cup,5,0,2,0
52043,1.404,0.916,NA,Serie C1 B,5,0,2,2
52048,1.681,0.838,NA,Turkey SL,3,0,1,2
52053,2.361,0.518,NA,Turkey SL,3,0,4,2
52058,0.966,1.623,NA,Turkey SL,3,0,0,5
52063,2.268,0.681,NA,Turkey SL,3,0,1,0
52068,2.784,0.687,NA,Turkey Cup,4,0,3,0
52073,2.931,0.469,NA,Turkey Cup,4,0,3,2
52088,1.548,1.392,NA,Paulista,5,0,1,1
52093,1.972,1.188,NA,Paulista,5,0,4,2
52098,1.547,1.373,NA,Paulista,5,0,2,0
52103,1.177,1.903,NA,Paulista,5,0,2,0
52108,1.244,1.505,NA,Paulista,5,0,2,2
52113,2.627,0.935,NA,Paulista,5,0,3,1
52118,1.147,1.843,NA,Paulista,5,0,1,2
52123,1.895,1.125,NA,Paulista,5,0,0,2
52128,2.693,0.869,NA,Carioca,5,0,2,0
52133,2.436,0.965,NA,Carioca,5,0,2,0
52138,1.876,1.024,NA,Carioca,5,0,0,0
52143,2.712,0.86,NA,Carioca,5,0,2,0
52148,2.018,1.102,NA,Carioca,5,0,1,2
52153,1.817,1.173,NA,Carioca,5,0,2,5
52158,1.226,0.995,NA,France 3,5,0,3,0
52168,1.163,1.157,NA,France 3,5,0,0,0
52173,1.88,0.809,NA,France 3,5,0,2,0
52183,0.975,1.045,NA,France 3,5,0,0,2
52188,1.831,0.527,NA,France 3,5,0,5,0
52193,1.12,0.96,NA,France 3,5,0,2,1
52208,1.423,1.237,NA,EngFA Trophy,5,0,1,4
52243,2.464,1.047,NA,E Club Frien,5,0,0,1
52248,0.573,2.817,0.129,Germany Cup,5,0,2,5
52253,1.542,1.148,0.293,Germany Cup,5,0,2,3
52258,1.554,1.256,0.289,Germany Cup,5,0,2,1
52363,1.176,1.165,0.309,Eng L1      ,3,0,2,2
52368,1.544,0.956,0.266,Eng L1      ,3,0,0,0
52373,1.6,0.86,0.262,Eng L1      ,3,0,2,0
52383,1.431,1.229,0.284,Eng L1      ,3,0,0,0
52388,1.366,1.164,0.292,Eng L1      ,3,0,1,0
52393,1.446,1.134,0.293,Eng L1      ,3,0,0,1
52398,1.666,1.204,0.284,Eng L1      ,3,0,1,0
52403,1.694,0.926,0.26,Eng L1      ,3,0,2,0
52413,1.174,1.146,0.303,Eng L1      ,3,0,0,1
52418,1.244,1.306,0.3,Eng L1      ,3,0,1,0
52423,1.435,1.005,0.29,Eng. Premier,1,0,1,0
52428,0.898,1.521,0.288,Eng. Premier,1,0,1,1
52433,1.438,0.882,0.288,Eng. Premier,1,0,0,0
52438,2.256,0.643,0.181,Eng. Premier,1,0,3,0
52443,1.326,0.994,0.295,Eng. Premier,1,0,2,0
52448,1.514,1.537,0.277,Germany Cup,5,0,2,1
52513,1.523,1.237,NA,Carioca,5,0,1,0
52518,2.242,0.928,NA,Carioca,5,0,4,1
52523,2.464,0.866,NA,Carioca,5,0,3,2
52528,2.021,0.969,NA,Carioca,5,0,1,0
52533,1.757,1.213,NA,Carioca,5,0,3,4
52538,2.606,0.614,NA,Carioca,5,0,4,1
52543,1.4,1.47,NA,Carioca,5,0,2,4
52548,2.486,0.744,NA,Carioca,5,0,2,2
52553,1.342,1.528,NA,Paulista,5,0,1,0
52558,1.57,1.48,NA,Paulista,5,0,1,2
52563,2.756,0.584,NA,Paulista,5,0,1,0
52568,1.446,1.354,NA,Paulista,5,0,0,0
52573,1.82,1.08,NA,Paulista,5,0,4,0
52578,1.732,1.148,NA,Paulista,5,0,0,1
52583,1.201,1.618,NA,Paulista,5,0,3,1
52588,1.402,1.358,NA,Paulista,5,0,1,0
52593,1.95,1.02,NA,Paulista,5,0,3,1
52598,1.305,1.745,NA,Paulista,5,0,0,1
52603,2.202,0.968,NA,Paulista,5,0,3,2
52608,2.418,0.842,NA,Carioca,5,0,3,0
52613,2.337,0.793,NA,Carioca,5,0,3,0
52618,2.385,1.036,NA,Carioca,5,0,5,1
52623,1.701,1.119,NA,Paulista,5,0,2,0
52628,0.913,2.025,NA,Paulista,5,0,1,1
52758,2.247,0.602,0.174,Portugal Cup,4,0,3,0
52763,1.661,0.668,NA,Africa N Cup,3,0,2,1
52778,1.815,0.744,NA,Africa N Cup,3,0,1,0
52798,1.063,1.227,NA,Africa N Cup,3,0,1,1
52808,3.538,0.434,NA,Africa N Cup,3,0,1,0
52813,2.587,0.573,NA,Africa N Cup,3,0,4,1
52818,1.464,0.916,NA,Africa N Cup,3,0,0,0
52823,1.961,0.878,NA,Africa N Cup,3,0,5,1
52828,2.721,0.57,NA,Africa N Cup,3,0,3,0
52833,1.768,0.922,NA,Africa N Cup,3,0,1,3
52838,1.316,1.004,NA,Africa N Cup,3,0,3,1
52848,2.807,0.734,NA,Africa N Cup,3,0,1,1
52858,2.424,0.626,NA,Africa N Cup,3,0,2,0
52868,1.5,1.34,NA,Paulista,5,0,2,1
52873,1.782,1.248,NA,Paulista,5,0,2,0
52878,1.723,1.207,NA,Paulista,5,0,2,0
52903,1.661,0.658,NA,Portugal Cup,3,0,0,1
52908,2.295,0.524,NA,Portugal Cup,3,0,1,0
